generation,evals,sigma,best_f,best_x,mean,best_f_gen,best_x_gen,f_gen_min,f_gen_mean,f_gen_std
11,286,0.09145899018889636,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.6944490199796746, -0.6125336258532682, -0.14559049940989874, -0.0013744867843247428, -0.13255443569232078, -0.019244676447911637, 1.11603803056987, -0.2208735655197835, -0.19887311177776026, 0.47518137039340314, -0.04973660009376222, 0.07114141523231081, 0.1235605331418112, 1.0814404107283646, 0.5009086862012005, 0.06624810749577546, -0.5730082470495707, 0.0083647780329272, 0.012132829828745306, 0.04157375585817105, 1.0871068059556297]",8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]",8.265012860298157,22.55742913026076,18.038617664281926
12,312,0.09128635387563358,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.687988608867911, -0.5975759144140135, -0.1834709336270137, -0.04864117734127811, -0.1457618980406735, 0.024828656810156995, 1.0935030804525652, -0.26637910672398185, -0.17620214275304086, 0.42667417444137357, -0.043197834493898676, 0.046048331171200885, 0.1485057787154542, 1.061455611673234, 0.5116685867887374, 0.13052004499498132, -0.6345915511715152, -0.0038821073881504706, 0.007714653828538119, 0.05044558880449256, 1.0887862780227908]",8.664665818214417,"[-0.6755317103151386, -0.531771210782026, -0.2333951955231165, -0.045584078068785894, -0.09741170831825335, 0.10204933989018111, 0.9909958324835271, -0.23186122976307488, -0.2180461410828359, 0.35943979947026955, -0.11320329223457792, 0.0814040172450953, 0.10545226499058942, 0.9847363539316677, 0.4784650183938565, 0.18589294862894123, -0.6400832591496278, 0.06128024650821676, 0.0010243663813544954, 0.038205759903205266, 0.9702622696521283]",8.664665818214417,11.572416914197115,8.123804380951473
13,338,0.09312907924218213,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.7199393045302211, -0.6447932051747891, -0.16749213056044784, -0.04370088177199875, -0.13268692830248296, 0.04371557729992465, 1.0757523990964624, -0.22584282933031025, -0.20598780333595967, 0.350395199003469, -0.06391055227313673, 0.04731777495959391, 0.17764051511994927, 1.0950308006429583, 0.5486291828443038, 0.14746162601129933, -0.6293136651610105, 0.041042818690917665, 0.039139738676640605, 0.05552460861273611, 1.1296251191117286]",8.906818985939026,"[-0.7276406174139801, -0.7718558341908336, -0.15174609398305783, -0.027297177387073778, -0.24055947432535074, 0.08117416538505043, 0.9970566649514437, -0.13647150702495375, -0.17713580401192805, 0.3207712007708384, -0.028699367696686844, 0.07163862757632386, 0.20091413016909804, 0.9858304713798001, 0.491240904671466, 0.2833062662236998, -0.636499453868652, 0.04029516195743966, 0.022819132665518355, 0.06706523754576336, 0.9762308186852635]",8.906818985939026,22.69446948973032,19.264465388472708
14,364,0.09079212316397278,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.7537895794980708, -0.6415131252519409, -0.23132278059778194, 0.00981984013170495, -0.2075315031379592, 0.0657204100646808, 1.0894462302967054, -0.1860565390398667, -0.26743387085013537, 0.3971184100584206, -0.06896610977842867, 0.06746888279606951, 0.14887451439304053, 1.0430118707316065, 0.5768553328544676, 0.08727430262205005, -0.5992959931688431, 0.018853508897933174, 0.029035215693496586, 0.009106536181781422, 1.1318367276484245]",8.584044218063354,"[-0.856727587960068, -0.6264862091484529, -0.36252435921648185, 0.060608275601498056, -0.3126825754230923, 0.11333969413182371, 0.9977509437873257, -0.19579068881865597, -0.2780767403511646, 0.4361245212642363, -0.11408661482015667, 0.03758901928925011, 0.12801089000370297, 0.8776009776752989, 0.5897682559155342, 0.0759873036365119, -0.6598370007177535, -0.04562953897040718, 0.024359012985153156, -0.019785814154536, 0.9955679413462182]",8.584044218063354,14.28827283359491,11.490417543136378
15,390,0.08700259166234751,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.749023350782149, -0.6604979201515001, -0.23620741070608536, 0.019144775510970248, -0.17646026286516864, 0.051257361991549205, 1.0581399010168648, -0.24627820432895675, -0.31969434070688063, 0.4082758686920828, -0.05167471097829762, 0.0673655740491509, 0.15051475994322347, 1.0368457424608952, 0.5451883954850161, 0.08658067518865342, -0.5246411434985137, -0.03163159176246038, 0.02916092508674303, 0.03106926079360713, 1.103101991369214]",8.883743584156036,"[-0.7586201961122006, -0.6044408152527909, -0.26158070255023097, 0.03151570875327608, -0.15357376086106506, -0.02849043139801015, 0.9819043689588135, -0.3108224500759382, -0.19152443139363495, 0.3630232595318139, -0.03036141723197002, 0.021509012629466515, 0.1947906300132003, 0.9956924764724, 0.5578918618604783, 0.09116343378822483, -0.547993360286452, -0.06238266168275791, 0.04587929464724395, 0.06563091933371418, 0.987655907333253]",8.883743584156036,31.583269121555183,53.09982743016829
16,416,0.08077047661611673,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.7452047915051955, -0.6817807816364811, -0.20054415296849495, -0.01719806839249731, -0.15301757965967996, 0.0009756071488636824, 1.0577881098808033, -0.2325768295457175, -0.3294161263774403, 0.42152613002274714, -0.015461279792185601, 0.06129485781646413, 0.147075773717986, 1.10316078025564, 0.5857730759663534, 0.08490259162898428, -0.5382516278515119, 0.015455272266887723, 0.05720056031286465, 0.018053365313408166, 1.0932602046054993]",8.79776793718338,"[-0.7521862926632419, -0.7637586793693956, -0.13772763468492136, -0.04072391955039973, -0.13343228218792724, -0.025014493583917663, 0.9749760876437374, -0.19293927711194753, -0.34360622560495907, 0.47112222922124475, -0.008493690579351482, 0.05417517149784586, 0.03235534603374261, 0.9866499667207244, 0.5800835534168438, 0.02146878366448446, -0.5490053209992353, 0.12816600464401698, 0.07440657584124516, 0.0374502273498095, 0.9041760406201361]",8.79776793718338,17.422306942252014,23.609420668652742
17,442,0.07919877788403948,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.7757014297403967, -0.6502514962725915, -0.14652739902386125, -0.05194114934357702, -0.1378852372699241, -0.009113336255287183, 1.0274580385166314, -0.24578523533551788, -0.37663044614107694, 0.4485974197116519, -0.013089774525363486, 0.06341666749294592, 0.11737301576157429, 1.0609714150529719, 0.5709525695328065, 0.055637055153634596, -0.5926354076361912, 0.027961576425034985, 0.03646960414803151, -0.015060514378091016, 1.1312771617934496]",8.842346251010895,"[-0.8033278099297356, -0.6830988466723233, -0.11032541274422743, 0.029547162791566287, -0.19565387963065006, 0.012529669288367642, 0.9885234070181117, -0.1734266198408611, -0.43565484265035004, 0.4714487002654779, 0.004093530641619025, 0.049455278041812635, 0.13155653956570929, 0.9986634484608582, 0.6067576026537432, -0.046175272241110094, -0.6874867765653745, -0.04472546137527736, -0.0018486606764948205, -0.017483938052278155, 0.9831300703742671]",8.842346251010895,9.7025341460338,1.064709912970132
18,468,0.07810807569905237,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.8015298067044337, -0.6336132270528758, -0.14214195701144344, -0.05019866179634345, -0.12101358092036021, -0.040676179004651654, 0.9778386723442708, -0.2540036432931316, -0.330477644643473, 0.5036118980409237, -0.027405065928551502, 0.05718085903127383, 0.12521618353445252, 1.0623129524218355, 0.5664535907819163, 0.04527754591064123, -0.6152410894680357, 0.021431925814322808, 0.038245932452227474, 0.008248893199553855, 1.1345251573880015]",8.285464584827423,"[-0.8346019453435659, -0.6034774811546237, -0.1377248549465288, -0.08622917663904214, -0.07894111945392197, -0.06588451339546009, 0.9540512248110945, -0.235476789331523, -0.3060636325261051, 0.7054579127309372, -0.04011352333862298, 0.1379572031475158, 0.05953901659000332, 0.9764853326618086, 0.6348408999788446, -0.033650133934622545, -0.6236300072132372, -0.011757945520593473, 0.08256629193430431, -0.02036841247906496, 0.9715367071609093]",8.285464584827423,11.155451293175037,7.955075653507724
19,494,0.07694784683800455,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.7991376763235459, -0.5989113047810122, -0.15166321721001688, -0.05434763727355971, -0.12787071121840834, -0.0440309688729192, 0.9621861606706852, -0.29698200161125865, -0.3542825710207515, 0.5123096409934911, -0.040987148947275134, 0.09702169491704957, 0.16812383557241165, 1.0429703568029474, 0.5532781106074605, 0.03657780264123263, -0.6080950899871354, -0.0405981354739944, 0.01242212982742071, -0.0009018172947087478, 1.1351957708409963]",8.384763062000275,"[-0.7507289762781386, -0.5810580386468378, -0.12197695905840136, -0.13310704527968178, -0.16421770940343278, -0.01252195561725479, 0.9367710147580348, -0.3142421656727643, -0.40074626304559713, 0.47542742100157537, 0.08300225512199119, 0.16782436217214255, 0.33657428099796893, 0.9710180525483798, 0.5331552622484275, -0.020417535191835784, -0.7053658010169428, -0.1642866300263448, -0.07068776338046745, -0.07628181703347466, 0.9744998934895017]",8.384763062000275,11.35312385398608,8.283889627677384
20,520,0.07898317547695609,8.265012860298157,"[-0.6080019843989359, -0.6537996989405139, -0.02034455369838023, -0.17758700902369323, -0.056445805779811536, 0.01733414473589663, 0.9883608052629478, -0.3063433605006984, -0.15446739313042915, 0.4256946643086101, -0.14483196037154272, 0.0019197711527385447, 0.18022092951364838, 0.9710867400451249, 0.5157945544928494, 0.06301015374853991, -0.6742764995732984, 0.02749260559351604, 0.005749712693693013, -0.020150486232290404, 0.9737138756497864]","[-0.8352512345398665, -0.6042212171904383, -0.19310889650871346, -0.05926282660119739, -0.11634410322098486, -0.017323664025962675, 0.9450603181516019, -0.3577020182610536, -0.3561187487157627, 0.5407266051120551, -0.044207329027928954, 0.08322045245513554, 0.17296153747125906, 0.9880950440578512, 0.5118431947574011, 0.07678592712169895, -0.5919224919093419, -0.0369150896641893, -0.0026011469539029474, -0.005505223326063689, 1.1444796669971362]",8.275703012943268,"[-0.9043895367227299, -0.5447690291027106, -0.22078427394470002, -0.10693954982695651, -0.16935276068780125, -0.06792313525207905, 0.95675637978101, -0.37083170689842093, -0.40613337954395373, 0.5433451274777783, -0.004080426277029425, -0.037574616640270425, 0.2465409126255141, 0.9858862738869375, 0.5064248195439718, 0.0024903578464086362, -0.5832170165628333, -0.03529261757251327, 0.04823292698183211, 0.011590130418846533, 0.9225599244483124]",8.275703012943268,9.659756142359514,0.9578834569985927
